Player Name,Club,Nationality,Position,Appearances,Minutes,Goals,Assists,Shots,Shots On Target,SOT%,Conversion %,Big Chances Missed,Hit Woodwork,Offsides,Touches,Passes,Successful Passes,Passes%,Crosses,Successful Crosses,Crosses %,fThird Passes,Successful fThird Passes,fThird Passes %,Through Balls,Carries,Progressive Carries,Carries Final Third,Carries Pen Area,Passes to Pen Area,Crosses to Pen Area
İlkay Gündoğan,Manchester City,de GER,MF,31,2353,8,4,53,20,37.7,15.09,,,3,1806,1578,1374,87.1,30,,,143,,,18,1072,53,,7,35,1
Manuel Akanji,Manchester City,ch SUI,DF,29,2287,0,1,15,2,13.3,0.0,,,2,2231,2056,1912,93.0,6,,,140,,,0,1544,24,,1,3,1
Bernardo Silva,Manchester City,pt POR,"MF,FW",34,2205,4,5,25,9,36.0,16.0,,,2,1772,1543,1317,85.4,75,,,76,,,3,1115,90,,29,35,11
Jack Grealish,Manchester City,eng ENG,FW,28,2055,5,7,41,15,36.6,12.2,,,5,1308,1072,902,84.1,53,,,28,,,6,957,143,,63,48,2
Rúben Dias,Manchester City,pt POR,DF,26,1998,0,0,10,2,20.0,0.0,,,0,2237,2080,1928,92.7,1,,,135,,,1,1497,14,,1,0,0
Kyle Walker,Manchester City,eng ENG,DF,27,1958,0,0,5,1,20.0,0.0,,,2,1996,1892,1661,87.8,28,,,189,,,4,1189,50,,2,10,4
Riyad Mahrez,Manchester City,dz ALG,"FW,MF",30,1920,5,10,42,12,28.6,11.9,,,0,1392,1166,958,82.2,96,,,36,,,10,934,78,,45,37,7
Nathan Aké,Manchester City,nl NED,DF,26,1873,1,0,9,2,22.2,11.11,,,2,1959,1813,1639,90.4,15,,,165,,,1,1223,25,,4,9,1
John Stones,Manchester City,eng ENG,"DF,MF",23,1846,2,2,11,3,27.3,18.18,,,1,1690,1563,1453,93.0,6,,,109,,,1,1080,28,,1,3,0
Phil Foden,Manchester City,eng ENG,FW,32,1842,11,6,46,22,47.8,23.91,,,4,1324,1111,904,81.4,91,,,38,,,4,891,68,,25,37,9
Julián Álvarez,Manchester City,ar ARG,"FW,MF",31,1465,9,0,46,20,43.5,19.57,,,4,654,503,395,78.5,26,,,22,,,7,406,38,,17,13,2
João Cancelo,Manchester City,pt POR,DF,17,1274,2,1,17,3,17.6,11.76,,,2,1363,1220,1036,84.9,45,,,80,,,2,840,73,,21,36,9
Aymeric Laporte,Manchester City,es ESP,DF,12,993,0,0,10,1,10.0,0.0,,,1,1036,964,892,92.5,6,,,87,,,1,702,30,,0,7,0
Rico Lewis,Manchester City,eng ENG,"DF,MF",14,903,0,0,5,2,40.0,0.0,,,1,742,675,617,91.4,5,,,38,,,1,511,22,,3,10,3
Cole Palmer,Manchester City,eng ENG,"MF,FW",14,370,0,1,11,3,27.3,0.0,,,0,248,193,167,86.5,7,,,8,,,0,179,29,,15,7,1
Sergio Gómez,Manchester City,es ESP,"DF,MF",12,349,0,1,7,0,0.0,0.0,,,0,358,317,279,88.0,8,,,24,,,0,203,10,,1,3,0
Kalvin Phillips,Manchester City,eng ENG,MF,12,300,0,0,6,0,0.0,0.0,,,1,354,313,289,92.3,0,,,32,,,0,228,1,,0,0,0
Stefan Ortega,Manchester City,de GER,GK,3,270,0,0,0,0,,,,,0,174,167,145,86.8,0,,,1,,,0,116,0,,0,0,0
Shea Charles,Manchester City,nir NIR,DF,1,28,0,0,0,0,,,,,0,32,25,23,92.0,0,,,3,,,0,20,1,,0,0,0
Máximo Perrone,Manchester City,ar ARG,MF,1,19,0,0,0,0,,,,,1,22,21,18,85.7,0,,,0,,,0,8,0,,0,0,0
David de Gea,Manchester Utd,es ESP,GK,38,3420,0,0,0,0,,,,,7,1302,1218,866,71.1,0,,,7,,,1,781,0,,0,1,0
Bruno Fernandes,Manchester Utd,pt POR,"MF,FW",37,3316,8,8,90,32,35.6,8.89,,,10,2408,2030,1498,73.8,141,,,148,,,35,1385,89,,28,89,10
Marcus Rashford,Manchester Utd,eng ENG,FW,35,2879,17,5,108,49,45.4,15.74,,,5,1212,817,627,76.7,24,,,38,,,2,765,85,,55,53,2
Luke Shaw,Manchester Utd,eng ENG,DF,31,2552,1,2,14,4,28.6,7.14,,,9,2388,2098,1757,83.7,89,,,169,,,2,1298,53,,3,28,14
Diogo Dalot,Manchester Utd,pt POR,DF,26,2154,1,2,22,7,31.8,4.55,,,6,1673,1441,1141,79.2,44,,,82,,,3,878,46,,12,28,13
Casemiro,Manchester Utd,br BRA,MF,28,2124,4,3,34,11,32.4,11.76,,,7,1757,1439,1114,77.4,19,,,136,,,12,850,14,,1,23,4
Lisandro Martínez,Manchester Utd,ar ARG,DF,27,2114,1,0,10,1,10.0,10.0,,,5,1809,1528,1330,87.0,0,,,92,,,7,1061,12,,0,5,0
Christian Eriksen,Manchester Utd,dk DEN,MF,28,2048,1,8,39,11,28.2,2.56,,,6,1644,1485,1203,81.0,81,,,149,,,9,967,23,,3,27,5
Raphaël Varane,Manchester Utd,fr FRA,DF,24,1911,0,0,8,4,50.0,0.0,,,3,1293,1106,954,86.3,1,,,82,,,2,797,17,,0,3,0
Antony,Manchester Utd,br BRA,FW,25,1802,4,2,72,24,33.3,5.56,,,0,1066,819,651,79.5,32,,,29,,,3,763,95,,32,33,2
Jadon Sancho,Manchester Utd,eng ENG,"FW,MF",26,1686,6,3,21,9,42.9,28.57,,,2,977,776,647,83.4,17,,,23,,,4,640,88,,45,40,1
Aaron Wan-Bissaka,Manchester Utd,cd COD,DF,19,1435,0,0,10,2,20.0,0.0,,,2,1026,840,706,84.0,14,,,48,,,2,524,41,,4,10,2
Tyrell Malacia,Manchester Utd,nl NED,DF,22,1396,0,0,5,2,40.0,0.0,,,2,989,802,694,86.5,15,,,36,,,0,472,19,,3,8,0
Victor Lindelöf,Manchester Utd,se SWE,DF,20,1365,0,0,3,0,0.0,0.0,,,0,1074,930,866,93.1,1,,,35,,,2,652,3,,0,2,0
Fred,Manchester Utd,br BRA,MF,35,1249,2,2,26,5,19.2,7.69,,,4,999,781,618,79.1,14,,,65,,,7,537,10,,3,11,2
Scott McTominay,Manchester Utd,sct SCO,MF,24,1160,1,0,13,6,46.2,7.69,,,1,618,432,355,82.2,4,,,32,,,3,315,20,,3,5,1
Anthony Martial,Manchester Utd,fr FRA,FW,21,978,6,2,26,12,46.2,23.08,,,2,443,328,263,80.2,4,,,14,,,3,297,18,,8,13,0
Wout Weghorst,Manchester Utd,nl NED,"FW,MF",17,797,0,1,14,5,35.7,0.0,,,0,291,207,151,72.9,0,,,8,,,4,161,3,,0,1,0
Harry Maguire,Manchester Utd,eng ENG,DF,16,767,0,0,3,0,0.0,0.0,,,1,672,577,491,85.1,1,,,31,,,0,414,8,,1,0,0
Marcel Sabitzer,Manchester Utd,at AUT,MF,11,627,0,1,11,3,27.3,0.0,,,5,377,307,237,77.2,4,,,30,,,2,209,8,,0,7,1
Alejandro Garnacho,Manchester Utd,ar ARG,"FW,MF",19,569,3,2,24,9,37.5,12.5,,,0,305,187,150,80.2,2,,,2,,,0,220,33,,28,2,0
Cristiano Ronaldo,Manchester Utd,pt POR,FW,10,525,1,0,25,6,24.0,4.0,,,0,220,162,121,74.7,3,,,7,,,2,94,9,,3,1,0
Anthony Elanga,Manchester Utd,se SWE,FW,16,426,0,1,10,4,40.0,0.0,,,0,197,130,95,73.1,7,,,3,,,0,109,12,,7,3,0
Donny van de Beek,Manchester Utd,nl NED,MF,7,167,0,0,2,0,0.0,0.0,,,2,72,61,46,75.4,0,,,0,,,0,39,2,,0,4,0
Facundo Pellistri,Manchester Utd,uy URU,"FW,MF",4,64,0,0,0,0,,,,,0,24,16,15,93.8,0,,,1,,,0,12,1,,0,0,0
Kobbie Mainoo,Manchester Utd,eng ENG,MF,1,11,0,0,0,0,,,,,0,11,8,7,87.5,0,,,1,,,0,5,2,,0,1,0
Kieran Trippier,Newcastle Utd,eng ENG,DF,38,3341,1,7,14,4,28.6,7.14,,,13,3102,2788,1995,71.6,393,,,182,,,16,1300,45,,1,97,26
Nick Pope,Newcastle Utd,eng ENG,GK,37,3261,0,0,0,0,,,,,0,974,890,614,69.0,0,,,13,,,0,502,0,,0,0,0
Fabian Schär,Newcastle Utd,ch SUI,DF,36,3206,1,3,56,14,25.0,1.79,,,3,2235,1846,1423,77.1,18,,,142,,,7,1214,27,,3,23,4
Sven Botman,Newcastle Utd,nl NED,DF,36,3127,0,0,22,7,31.8,0.0,,,6,2074,1765,1527,86.5,1,,,59,,,0,1171,8,,2,4,1
Dan Burn,Newcastle Utd,eng ENG,DF,38,3111,1,0,21,4,19.0,4.76,,,3,2073,1715,1361,79.4,17,,,102,,,0,926,29,,5,11,2
Bruno Guimarães,Newcastle Utd,br BRA,MF,32,2726,4,5,28,8,28.6,14.29,,,9,2014,1668,1387,83.2,22,,,147,,,25,1321,41,,5,54,2
Joelinton,Newcastle Utd,br BRA,"MF,FW",32,2661,6,1,51,19,37.3,11.76,,,3,1703,1268,1035,81.6,16,,,78,,,3,897,64,,13,21,3
Joe Willock,Newcastle Utd,eng ENG,MF,35,2558,3,6,58,16,27.6,5.17,,,4,1324,951,777,81.7,51,,,91,,,4,784,97,,33,34,8
Sean Longstaff,Newcastle Utd,eng ENG,MF,33,2518,1,4,33,7,21.2,3.03,,,4,1433,1163,943,81.1,30,,,80,,,7,752,21,,8,21,5
Miguel Almirón,Newcastle Utd,py PAR,FW,34,2491,11,2,69,20,29.0,15.94,,,6,1300,982,811,82.6,26,,,45,,,3,841,77,,25,36,4
Callum Wilson,Newcastle Utd,eng ENG,FW,31,1877,18,5,70,31,44.3,25.71,,,1,482,242,160,66.1,6,,,10,,,2,304,27,,16,7,0
Alexander Isak,Newcastle Utd,se SWE,FW,22,1522,10,1,49,23,46.9,20.41,,,5,583,368,279,75.8,7,,,29,,,8,371,41,,22,15,0
Jacob Murphy,Newcastle Utd,eng ENG,FW,36,1251,4,2,29,10,34.5,13.79,,,2,590,448,296,66.1,53,,,20,,,6,365,67,,30,26,4
Allan Saint-Maximin,Newcastle Utd,fr FRA,FW,25,1120,1,5,28,11,39.3,3.57,,,3,598,447,316,70.7,32,,,23,,,4,435,93,,41,35,4
Matt Targett,Newcastle Utd,eng ENG,DF,17,610,0,0,1,0,0.0,0.0,,,1,463,419,326,77.8,34,,,19,,,0,197,3,,0,5,0
Anthony Gordon,Newcastle Utd,eng ENG,"FW,MF",16,487,1,0,8,2,25.0,12.5,,,3,275,198,162,81.8,9,,,11,,,2,169,20,,11,5,0
Chris Wood,Newcastle Utd,nz NZL,FW,18,446,2,0,8,3,37.5,25.0,,,0,149,106,66,62.3,0,,,3,,,0,52,1,,0,1,0
Elliot Anderson,Newcastle Utd,eng ENG,"MF,FW",22,410,0,1,11,4,36.4,0.0,,,2,286,198,150,75.8,9,,,15,,,1,160,23,,12,4,0
Ryan Fraser,Newcastle Utd,sct SCO,FW,8,313,0,0,6,1,16.7,0.0,,,3,147,122,85,69.7,13,,,4,,,0,94,8,,1,4,1
Jamaal Lascelles,Newcastle Utd,eng ENG,DF,7,218,0,0,2,0,0.0,0.0,,,0,118,93,79,84.9,0,,,4,,,0,64,0,,0,0,0
Martin Dúbravka,Newcastle Utd,sk SVK,GK,2,157,0,0,0,0,,,,,0,59,54,49,90.7,0,,,1,,,0,38,0,,0,0,0
Matt Ritchie,Newcastle Utd,sct SCO,"FW,MF",7,39,0,0,0,0,,,,,0,35,31,24,77.4,2,,,0,,,0,23,1,,0,0,0
Javier Manquillo,Newcastle Utd,es ESP,DF,4,37,0,0,0,0,,,,,0,36,29,24,82.8,1,,,1,,,0,20,2,,0,0,0
Jonjo Shelvey,Newcastle Utd,eng ENG,MF,3,37,0,0,0,0,,,,,0,28,26,19,73.1,0,,,4,,,0,10,0,,0,0,0
Lewis Miley,Newcastle Utd,eng ENG,MF,1,15,0,0,1,0,0.0,0.0,,,0,9,6,5,83.3,0,,,0,,,0,3,0,,0,0,0
Jamal Lewis,Newcastle Utd,nir NIR,"DF,FW",2,11,0,0,0,0,,,,,0,15,14,12,85.7,0,,,0,,,0,10,0,,0,0,0
Emil Krafth,Newcastle Utd,se SWE,DF,1,1,0,0,0,0,,,,,0,1,0,0,,0,,,0,,,0,0,0,,0,0,0
Morgan Gibbs-White,Nott'ham Forest,eng ENG,"MF,FW",35,2971,5,8,57,19,33.3,8.77,,,16,1447,1078,659,61.1,161,,,70,,,16,764,69,,19,40,5
Brennan Johnson,Nott'ham Forest,wls WAL,"FW,MF",38,2934,8,3,52,24,46.2,15.38,,,2,806,505,291,57.6,58,,,12,,,0,450,88,,42,18,6
Joe Worrall,Nott'ham Forest,eng ENG,DF,30,2224,1,0,7,2,28.6,14.29,,,2,1408,1157,891,77.0,3,,,75,,,0,684,5,,1,6,0
Renan Lodi,Nott'ham Forest,br BRA,DF,28,2214,0,1,15,0,0.0,0.0,,,4,1143,877,583,66.5,75,,,25,,,0,546,24,,2,14,8
Remo Freuler,Nott'ham Forest,ch SUI,MF,28,2161,0,0,8,1,12.5,0.0,,,1,1058,836,664,79.4,5,,,47,,,0,491,7,,0,6,3
Serge Aurier,Nott'ham Forest,ci CIV,DF,24,1943,1,0,9,3,33.3,11.11,,,2,1238,943,667,70.7,40,,,44,,,1,520,37,,2,13,6
Neco Williams,Nott'ham Forest,wls WAL,DF,31,1882,1,0,25,7,28.0,4.0,,,7,1153,840,533,63.5,89,,,29,,,3,555,51,,5,14,9
Ryan Yates,Nott'ham Forest,eng ENG,MF,26,1837,0,2,26,5,19.2,0.0,,,4,790,592,455,76.9,8,,,26,,,0,303,11,,3,4,1
Dean Henderson,Nott'ham Forest,eng ENG,GK,18,1620,0,0,0,0,,,,,2,715,671,425,63.3,0,,,11,,,0,397,0,,0,1,0
Scott McKenna,Nott'ham Forest,sct SCO,DF,20,1571,0,0,2,0,0.0,0.0,,,4,877,727,569,78.3,2,,,35,,,0,430,5,,0,3,1
Orel Mangala,Nott'ham Forest,be BEL,MF,27,1550,1,1,9,3,33.3,11.11,,,2,655,514,411,80.0,6,,,35,,,1,334,14,,2,3,0
Keylor Navas,Nott'ham Forest,cr CRC,GK,17,1529,0,0,0,0,,,,,5,578,534,306,57.3,0,,,7,,,0,267,0,,0,0,0
Felipe,Nott'ham Forest,br BRA,DF,16,1418,0,1,13,1,7.7,0.0,,,3,798,568,411,72.4,2,,,17,,,0,391,3,,0,2,0
Taiwo Awoniyi,Nott'ham Forest,ng NGA,FW,27,1404,10,1,35,15,42.9,28.57,,,0,434,223,143,64.1,3,,,6,,,2,246,18,,9,2,0
Moussa Niakhate,Nott'ham Forest,sn SEN,DF,14,1163,0,0,6,3,50.0,0.0,,,0,528,391,265,67.8,2,,,16,,,0,184,2,,0,0,0
Danilo,Nott'ham Forest,br BRA,MF,13,976,3,2,15,4,26.7,20.0,,,3,383,235,148,63.0,3,,,24,,,2,171,13,,6,7,0
Steve Cook,Nott'ham Forest,eng ENG,DF,12,957,0,0,3,0,0.0,0.0,,,1,559,459,369,80.4,1,,,18,,,0,284,1,,0,2,1
Harry Toffolo,Nott'ham Forest,eng ENG,DF,19,940,0,0,6,2,33.3,0.0,,,2,498,387,242,62.5,29,,,14,,,0,191,8,,4,7,4
Jesse Lingard,Nott'ham Forest,eng ENG,"FW,MF",17,923,0,0,10,2,20.0,0.0,,,2,371,297,236,79.5,5,,,27,,,1,214,11,,0,7,1
Cheikhou Kouyaté,Nott'ham Forest,sn SEN,MF,21,882,1,0,6,5,83.3,16.67,,,1,363,246,185,75.2,0,,,13,,,0,160,7,,3,2,0
Emmanuel Dennis,Nott'ham Forest,ng NGA,"FW,MF",19,720,2,2,21,7,33.3,9.52,,,1,335,183,124,67.8,11,,,7,,,0,211,24,,8,4,2
Willy Boly,Nott'ham Forest,ci CIV,DF,11,685,0,1,2,1,50.0,0.0,,,0,353,258,194,75.2,0,,,8,,,0,171,1,,0,0,0
Lewis O'Brien,Nott'ham Forest,eng ENG,MF,13,584,1,0,7,2,28.6,14.29,,,0,297,214,166,77.6,4,,,19,,,0,157,13,,2,3,0
Jonjo Shelvey,Nott'ham Forest,eng ENG,MF,8,540,0,0,6,0,0.0,0.0,,,0,345,302,221,73.2,13,,,37,,,3,178,1,,0,8,2
Jack Colback,Nott'ham Forest,eng ENG,MF,11,497,0,0,0,0,,,,,0,189,143,119,83.2,1,,,12,,,0,75,5,,0,3,1
Chris Wood,Nott'ham Forest,nz NZL,FW,7,372,1,0,3,1,33.3,33.33,,,0,99,71,43,60.6,0,,,5,,,1,50,2,,0,2,0
Sam Surridge,Nott'ham Forest,eng ENG,FW,20,323,1,0,9,2,22.2,11.11,,,1,137,81,40,49.4,3,,,4,,,0,71,2,,1,0,0
André Ayew,Nott'ham Forest,gh GHA,"FW,MF",13,316,0,0,3,1,33.3,0.0,,,0,106,73,53,72.6,1,,,3,,,0,40,3,,2,1,0
Wayne Hennessey,Nott'ham Forest,wls WAL,GK,4,271,0,0,0,0,,,,,2,108,99,61,61.6,0,,,3,,,0,56,0,,0,0,0
Gustavo Scarpa,Nott'ham Forest,br BRA,"MF,FW",6,181,0,0,7,1,14.3,0.0,,,0,108,78,51,65.4,4,,,10,,,1,67,9,,0,0,0
Giulian Biancone,Nott'ham Forest,fr FRA,DF,2,17,0,0,0,0,,,,,0,25,21,15,71.4,1,,,0,,,0,10,2,,0,0,0
Alex Mighten,Nott'ham Forest,eng ENG,FW,1,8,0,0,0,0,,,,,0,4,1,1,100.0,0,,,0,,,0,4,0,,0,0,0
Cafú,Nott'ham Forest,pt POR,MF,1,7,0,0,0,0,,,,,0,3,2,2,100.0,0,,,1,,,0,2,0,,0,0,0
James Ward-Prowse,Southampton,eng ENG,MF,38,3371,9,4,40,16,40.0,22.5,,,7,2484,2176,1716,78.9,241,,,177,,,2,1172,19,,1,31,16
Gavin Bazunu,Southampton,ie IRL,GK,32,2880,0,0,0,0,,,,,6,1253,1178,718,61.0,0,,,42,,,0,746,0,,0,1,0
Kyle Walker-Peters,Southampton,eng ENG,DF,31,2650,1,0,13,5,38.5,7.69,,,4,1692,1324,1019,77.0,50,,,71,,,1,877,102,,19,28,9
Roméo Lavia,Southampton,be BEL,MF,29,2221,1,0,12,3,25.0,8.33,,,2,1288,997,859,86.2,3,,,101,,,5,804,22,,0,9,0
Mohamed Elyounoussi,Southampton,no NOR,"MF,FW",33,2168,1,1,36,10,27.8,2.78,,,2,952,633,426,67.3,34,,,32,,,7,484,56,,12,19,6
Che Adams,Southampton,sct SCO,FW,28,1992,5,3,47,14,29.8,10.64,,,1,717,498,330,66.3,12,,,21,,,6,406,17,,9,11,2
Mohammed Salisu,Southampton,gh GHA,DF,22,1973,0,1,19,4,21.1,0.0,,,6,1504,1196,879,73.5,13,,,80,,,1,724,5,,0,7,4
Armel Bella Kotchap,Southampton,de GER,DF,24,1879,0,2,14,2,14.3,0.0,,,1,1211,937,749,79.9,4,,,32,,,1,697,9,,2,4,0
Romain Perraud,Southampton,fr FRA,DF,29,1835,2,2,30,6,20.0,6.67,,,5,1153,885,623,70.4,77,,,47,,,1,609,33,,5,15,8
Jan Bednarek,Southampton,pl POL,DF,20,1672,0,0,8,0,0.0,0.0,,,1,1127,902,753,83.5,1,,,33,,,0,579,8,,0,1,0
Stuart Armstrong,Southampton,sct SCO,"MF,FW",32,1408,2,1,23,6,26.1,8.7,,,2,864,676,531,78.6,37,,,47,,,3,539,61,,10,32,7
Ainsley Maitland-Niles,Southampton,eng ENG,"DF,MF",22,1407,0,0,1,1,100.0,0.0,,,3,912,713,565,79.2,20,,,52,,,2,407,15,,2,12,5
Adam Armstrong,Southampton,eng ENG,"FW,MF",30,1335,2,1,25,12,48.0,8.0,,,0,458,302,220,72.8,14,,,13,,,0,255,39,,11,10,2
Joe Aribo,Southampton,ng NGA,"MF,FW",21,1224,2,0,14,8,57.1,14.29,,,0,566,385,280,72.7,8,,,20,,,0,294,19,,7,9,0
Lyanco,Southampton,br BRA,DF,21,1180,1,1,12,4,33.3,8.33,,,1,720,558,400,71.7,7,,,31,,,3,368,13,,1,3,1
Theo Walcott,Southampton,eng ENG,"FW,MF",20,1129,2,2,20,7,35.0,10.0,,,0,384,262,180,68.7,21,,,7,,,1,224,21,,10,7,2
Carlos Alcaraz,Southampton,ar ARG,"MF,FW",18,1029,4,2,24,10,41.7,16.67,,,2,430,290,222,76.6,4,,,20,,,2,258,20,,2,6,0
Kamaldeen Sulemana,Southampton,gh GHA,"FW,MF",18,966,2,1,24,7,29.2,8.33,,,2,430,265,189,71.3,18,,,11,,,1,277,32,,18,10,1
Duje Ćaleta-Car,Southampton,hr CRO,DF,13,946,1,0,5,2,40.0,20.0,,,4,695,568,480,84.5,1,,,26,,,0,387,5,,0,0,0
Ibrahima Diallo,Southampton,fr FRA,MF,18,819,0,0,6,0,0.0,0.0,,,0,499,402,317,78.9,4,,,24,,,0,287,9,,0,2,0
Moussa Djenepo,Southampton,ml MLI,"DF,FW",16,710,0,2,3,2,66.7,0.0,,,1,358,244,179,73.4,12,,,13,,,0,197,27,,6,5,3
Samuel Edozie,Southampton,eng ENG,"FW,MF",17,567,0,0,8,3,37.5,0.0,,,1,278,164,111,67.7,11,,,6,,,1,183,26,,13,6,1
Sekou Mara,Southampton,fr FRA,"FW,MF",22,555,1,2,17,4,23.5,5.88,,,3,221,107,68,63.6,1,,,6,,,1,129,7,,2,2,0
Alex McCarthy,Southampton,eng ENG,GK,6,540,0,0,0,0,,,,,3,261,249,150,60.2,0,,,5,,,0,139,0,,0,0,0
Paul Onuachu,Southampton,ng NGA,FW,11,407,0,0,11,5,45.5,0.0,,,0,153,91,55,60.4,0,,,4,,,0,72,1,,0,2,0
James Bree,Southampton,eng ENG,DF,5,367,0,0,1,1,100.0,0.0,,,0,213,178,133,74.7,13,,,5,,,0,93,4,,0,5,4
Juan Larios,Southampton,es ESP,DF,5,152,0,0,0,0,,,,,0,106,82,63,76.8,4,,,5,,,0,38,10,,1,0,0
Oriol Romeu,Southampton,es ESP,MF,1,74,0,0,0,0,,,,,0,37,30,28,93.3,1,,,0,,,0,18,2,,0,2,0
Jack Stephens,Southampton,eng ENG,DF,2,46,0,0,0,0,,,,,0,33,28,23,82.1,0,,,3,,,0,16,3,,0,0,0
Yan Valery,Southampton,tn TUN,DF,1,45,0,0,0,0,,,,,0,28,23,15,65.2,1,,,1,,,0,17,0,,0,0,0
Valentino Livramento,Southampton,eng ENG,"DF,FW",2,28,0,0,0,0,,,,,0,37,26,21,80.8,0,,,1,,,0,10,0,,0,0,0
Dominic Ballard,Southampton,eng ENG,"FW,MF",2,26,0,0,0,0,,,,,0,11,7,5,71.4,0,,,0,,,0,6,1,,0,0,0
Kami Doyle,Southampton,eng ENG,MF,1,7,0,0,0,0,,,,,0,6,5,5,100.0,0,,,0,,,0,4,0,,0,0,0
Mislav Oršić,Southampton,hr CRO,MF,1,7,0,0,0,0,,,,,0,4,3,2,66.7,0,,,0,,,0,2,0,,0,0,0
Samuel Amo-Ameyaw,Southampton,eng ENG,MF,1,4,0,0,0,0,,,,,0,8,6,5,83.3,0,,,2,,,0,4,2,,0,0,0
Nathan Redmond,Southampton,eng ENG,DF,1,1,0,0,0,0,,,,,0,1,1,0,0.0,1,,,0,,,0,1,0,,0,0,0
Harry Kane,Tottenham,eng ENG,FW,38,3405,30,3,124,54,43.5,24.19,,,8,1328,921,642,69.7,37,,,100,,,20,834,60,,21,47,6
Pierre Højbjerg,Tottenham,dk DEN,MF,35,3131,4,5,33,9,27.3,12.12,,,5,2633,2292,2021,88.2,15,,,207,,,10,1507,46,,8,35,5
Son Heung-min,Tottenham,kr KOR,"MF,FW",36,2888,10,6,81,38,46.9,12.35,,,6,1217,909,680,74.8,113,,,32,,,5,728,82,,31,32,6
Eric Dier,Tottenham,eng ENG,DF,33,2818,2,1,17,4,23.5,11.76,,,4,2274,2001,1708,85.4,11,,,76,,,2,1368,9,,1,8,3
Cristian Romero,Tottenham,ar ARG,DF,27,2364,0,1,11,2,18.2,0.0,,,3,1923,1606,1407,87.6,0,,,87,,,4,1150,19,,1,8,0
Ben Davies,Tottenham,wls WAL,DF,31,2288,2,2,14,5,35.7,14.29,,,4,1482,1281,1040,81.2,35,,,79,,,1,835,39,,4,9,6
Hugo Lloris,Tottenham,fr FRA,GK,25,2205,0,0,0,0,,,,,3,794,728,561,77.1,0,,,13,,,0,430,0,,0,0,0
Ivan Perišić,Tottenham,hr CRO,"DF,MF",34,2108,1,8,29,8,27.6,3.45,,,5,1370,1121,713,63.6,196,,,29,,,0,611,87,,35,36,24
Dejan Kulusevski,Tottenham,se SWE,"MF,FW",30,2067,2,7,43,10,23.3,4.65,,,1,1048,746,582,78.0,62,,,14,,,5,677,87,,48,38,11
Clément Lenglet,Tottenham,fr FRA,DF,26,2019,0,2,13,2,15.4,0.0,,,5,1666,1465,1270,86.7,16,,,80,,,5,1142,33,,1,11,5
Emerson,Tottenham,br BRA,DF,26,1735,2,1,17,6,35.3,11.76,,,6,1323,1060,848,80.0,46,,,58,,,2,672,47,,6,17,3
Rodrigo Bentancur,Tottenham,uy URU,MF,18,1500,5,2,15,9,60.0,33.33,,,3,1071,880,738,83.9,16,,,54,,,3,581,26,,1,9,4
Oliver Skipp,Tottenham,eng ENG,MF,23,1491,1,0,7,3,42.9,14.29,,,5,915,772,660,85.5,10,,,52,,,1,496,14,,2,7,1
Fraser Forster,Tottenham,eng ENG,GK,14,1215,0,0,0,0,,,,,1,395,363,266,73.3,0,,,2,,,0,203,0,,0,0,0
Pedro Porro,Tottenham,es ESP,"DF,MF",15,1131,3,3,26,7,26.9,11.54,,,2,817,648,465,71.8,77,,,28,,,7,423,34,,4,23,14
Yves Bissouma,Tottenham,ml MLI,MF,23,1010,0,0,6,0,0.0,0.0,,,3,826,733,666,90.9,2,,,55,,,1,504,14,,1,5,1
Richarlison,Tottenham,br BRA,"MF,FW",27,1010,1,3,27,14,51.9,3.7,,,0,441,279,196,70.3,16,,,16,,,4,260,33,,13,10,3
Davinson Sánchez,Tottenham,co COL,DF,18,858,0,0,6,2,33.3,0.0,,,1,719,594,515,86.7,2,,,35,,,0,406,5,,0,1,1
Ryan Sessegnon,Tottenham,eng ENG,DF,17,813,2,0,18,6,33.3,11.11,,,0,493,390,280,71.8,30,,,16,,,2,233,24,,5,11,3
Matt Doherty,Tottenham,ie IRL,"DF,MF",12,667,1,0,10,2,20.0,10.0,,,2,500,408,329,80.6,18,,,14,,,0,247,16,,2,5,3
Pape Matar Sarr,Tottenham,sn SEN,"MF,FW",11,218,0,1,2,0,0.0,0.0,,,0,190,154,141,91.6,0,,,9,,,0,122,1,,0,0,0
Arnaut Danjuma,Tottenham,nl NED,"FW,MF",9,169,1,0,6,3,50.0,16.67,,,0,72,56,39,69.6,2,,,5,,,0,44,5,,2,2,2
Lucas Moura,Tottenham,br BRA,"MF,DF",15,153,1,0,4,1,25.0,25.0,,,0,118,89,62,69.7,9,,,3,,,1,65,4,,2,5,1
Bryan Gil,Tottenham,es ESP,"MF,FW",4,148,0,1,2,1,50.0,0.0,,,0,80,60,47,78.3,2,,,3,,,0,55,4,,0,2,0
Japhet Tanganga,Tottenham,eng ENG,DF,4,146,0,0,0,0,,,,,0,109,92,82,89.1,1,,,4,,,0,68,1,,0,1,1
Matthew Craig,Tottenham,sct SCO,MF,1,14,0,0,0,0,,,,,0,10,6,5,83.3,0,,,0,,,0,5,0,,0,0,0
Djed Spence,Tottenham,eng ENG,"FW,DF",4,7,0,0,1,0,0.0,0.0,,,0,12,9,5,55.6,0,,,0,,,0,8,2,,1,0,0
Harvey White,Tottenham,eng ENG,MF,1,5,0,0,0,0,,,,,0,8,8,3,37.5,3,,,0,,,1,5,0,,0,1,1
